Date,Time,Indoor Temp,Outdoor Temp,Brightness,Indoor Humidity,Outdoor Humidity,Presure,Noise Level,Online For
2025-02-14,10:30:03,20.50,6.40,350,36.40,51.40,1021.94,289,49052
2025-02-14,10:40:03,20.70,6.10,572,36.10,52.00,1022.07,291,49650
2025-02-14,10:50:03,21.00,6.20,356,35.40,51.10,1022.02,360,50248
2025-02-14,11:00:03,21.10,6.50,426,35.30,52.30,1021.96,646,50846
2025-02-14,11:10:03,21.10,6.50,528,34.60,51.70,1021.95,294,51444
2025-02-14,11:20:03,21.20,6.90,318,34.50,50.30,1021.84,312,52042
2025-02-14,11:30:07,21.30,6.60,342,35.10,51.60,1021.91,311,293
2025-02-14,11:40:08,21.80,7.40,380,34.60,51.00,1021.84,566,891
2025-02-14,11:50:08,21.70,6.40,418,34.50,52.00,1021.55,364,1489
2025-02-14,12:00:07,21.40,6.70,404,35.10,51.80,1021.55,308,2087
2025-02-14,12:10:08,21.00,6.60,360,35.50,52.90,1021.15,530,2685
2025-02-14,12:20:07,20.30,6.10,350,35.80,52.60,1021.51,306,3283
2025-02-14,12:30:07,20.20,6.60,524,36.10,51.80,1021.47,297,3881
2025-02-14,12:40:07,19.80,7.30,456,35.80,51.30,1021.32,313,4478
2025-02-14,12:50:07,20.80,7.50,318,35.30,51.50,1021.22,910,5077
2025-02-14,13:00:07,21.20,6.70,384,34.70,52.40,1021.08,302,5674
2025-02-14,13:10:07,21.60,7.10,318,34.40,51.20,1021.04,301,6273
2025-02-14,13:20:07,21.60,7.10,194,34.50,52.30,1021.09,292,6870
2025-02-14,13:30:16,21.50,8.20,386,35.20,50.00,1020.99,460,7468
2025-02-14,13:40:07,21.10,8.30,394,35.30,49.70,1020.96,369,8066
2025-02-14,13:50:07,20.80,7.30,360,35.50,50.50,1020.86,299,8664
2025-02-14,14:00:07,20.60,8.00,366,35.70,50.80,1020.93,308,9262
2025-02-14,14:10:06,20.60,8.30,350,35.40,49.30,1020.76,280,9860
2025-02-14,14:20:07,20.00,7.80,344,35.00,49.10,1020.70,307,10458
2025-02-14,14:30:06,20.80,8.20,320,34.50,49.10,1020.60,283,11056
2025-02-14,14:40:06,21.10,8.00,314,33.50,48.80,1020.41,306,11654
2025-02-14,14:50:06,21.00,7.00,284,34.00,49.50,1020.31,318,12252
2025-02-14,15:00:06,20.60,7.80,282,34.40,49.70,1020.28,323,12850
2025-02-14,15:10:06,20.30,8.00,264,34.80,48.20,1020.21,297,13448
2025-02-14,15:20:06,20.00,7.10,250,35.10,48.40,1020.26,346,14046
2025-02-14,15:30:06,20.00,7.20,232,35.10,48.50,1020.15,287,14644
2025-02-14,15:40:06,19.90,6.40,222,35.40,50.10,1020.07,360,15242
2025-02-14,15:50:06,19.80,6.90,190,35.90,50.10,1020.17,297,15840
2025-02-14,16:00:05,19.80,7.30,188,35.60,49.30,1020.11,316,16438
2025-02-14,16:10:05,19.60,6.80,162,35.40,50.80,1020.21,298,17036
2025-02-14,16:20:05,20.70,6.30,218,35.40,51.00,1020.33,343,17634
2025-02-14,16:30:06,21.20,6.60,164,34.80,51.30,1020.17,703,18232
2025-02-14,16:40:06,21.50,6.50,196,34.50,50.70,1020.11,563,18830
2025-02-14,16:50:06,21.80,6.40,164,35.00,50.90,1020.28,293,19427
2025-02-14,17:00:06,21.40,5.90,134,35.60,53.30,1020.47,314,20025
2025-02-14,17:10:06,21.40,6.20,136,35.60,52.70,1020.64,357,20623
2025-02-14,17:20:05,21.40,5.60,88,35.40,53.80,1020.63,307,21221
2025-02-14,17:30:06,21.40,5.20,114,35.60,54.90,1020.65,325,21819
2025-02-14,17:40:05,21.50,5.00,96,36.50,55.00,1020.81,342,22417
2025-02-14,17:50:05,21.50,5.20,124,37.50,54.90,1020.89,327,23015
2025-02-14,18:00:06,21.40,5.00,100,37.10,54.80,1020.89,343,23613
2025-02-14,18:10:05,21.40,5.00,112,37.40,54.70,1020.83,331,24211
2025-02-14,18:20:05,21.00,5.00,134,36.30,54.90,1020.81,316,24809
2025-02-14,18:30:05,20.60,5.00,124,36.00,55.00,1020.81,412,25407
2025-02-14,18:40:05,20.30,4.90,98,35.60,55.60,1020.77,323,26005
2025-02-14,18:50:05,20.10,5.30,112,35.40,55.00,1020.73,334,26603
2025-02-14,19:00:06,20.00,5.50,122,35.40,55.30,1020.65,339,27201
2025-02-14,19:10:05,20.00,5.60,126,35.40,55.00,1020.61,411,27799
2025-02-14,19:20:04,20.00,5.90,120,36.20,55.00,1020.37,309,28396
2025-02-14,19:30:04,19.80,5.80,78,36.00,55.40,1020.36,323,28994
2025-02-14,19:40:04,19.50,5.50,74,35.70,56.10,1020.30,356,29593
2025-02-14,19:50:05,19.40,5.80,90,35.50,55.90,1020.14,358,30191
2025-02-14,20:00:05,19.40,6.10,78,36.40,55.50,1020.22,339,30788
2025-02-14,20:10:04,19.30,6.50,92,36.20,54.70,1020.17,344,31386
2025-02-14,20:20:04,19.00,6.20,86,35.80,55.40,1020.12,336,31984
2025-02-14,20:30:04,19.00,6.80,84,35.70,54.90,1020.01,300,32582
2025-02-14,20:40:05,19.10,7.40,82,35.70,54.10,1020.22,311,33180
2025-02-14,20:50:04,19.00,7.30,82,35.70,54.00,1020.22,437,33778
2025-02-14,21:00:04,19.10,7.10,74,36.00,54.20,1020.25,391,34376
2025-02-14,21:10:03,19.20,7.50,82,36.70,53.60,1020.38,333,34974
2025-02-14,21:20:04,19.20,7.80,80,37.20,52.80,1020.47,306,35572
2025-02-14,21:30:04,19.20,7.80,88,37.10,53.10,1020.46,346,36170
2025-02-14,21:40:04,19.20,7.80,84,37.70,53.40,1020.49,324,36768
2025-02-14,21:50:04,19.30,8.00,120,38.00,52.30,1020.31,334,37366
2025-02-14,22:00:04,19.30,8.00,62,37.80,52.60,1020.25,387,37964
2025-02-14,22:20:03,19.10,7.30,84,38.10,52.90,1020.16,344,39159
2025-02-14,22:30:03,19.20,8.10,76,37.90,52.10,1020.23,363,39757
2025-02-14,22:40:05,19.10,7.90,74,38.30,53.40,1020.12,333,40356
2025-02-14,22:50:08,18.90,7.40,84,38.30,53.70,1019.84,325,40957
2025-02-14,23:00:08,19.00,7.90,86,38.50,53.10,1019.96,323,41555
2025-02-14,23:10:07,18.90,7.70,84,39.00,53.30,1019.91,319,42152
2025-02-14,23:20:07,18.90,7.80,84,39.00,52.50,1020.03,475,42751
2025-02-14,23:30:13,18.90,7.90,82,39.90,53.00,1019.87,330,43354
2025-02-15,21:10:06,18.00, nan,94,42.20, nan,1014.54,958,120623
2025-02-15,21:20:05,17.90, nan,58,42.70, nan,1014.65,907,121204
2025-02-15,21:30:06,17.90, nan,72,42.30, nan,1014.59,904,121785
2025-02-15,21:40:06,17.90, nan,52,42.20, nan,1014.73,943,122367
2025-02-15,21:50:05,17.80, nan,84,42.10, nan,1014.80,967,122948
2025-02-15,22:00:05,17.80, nan,12,41.90, nan,1014.88,964,123529
2025-02-15,22:10:04,17.80, nan,50,41.80, nan,1014.68,905,124110
2025-02-15,22:20:03,17.70, nan,90,42.00, nan,1014.70,909,124691
2025-02-15,22:30:02,17.60, nan,82,41.70, nan,1014.68,947,125272
2025-02-15,22:40:02,17.60, nan,92,41.60, nan,1014.71,970,125853
2025-02-15,22:50:02,17.50, nan,50,41.40, nan,1014.81,973,126434
2025-02-15,23:00:01,17.40, nan,72,41.40, nan,1014.72,954,127015
2025-02-15,23:10:01,17.30, nan,94,41.10, nan,1014.95,973,127596
2025-02-15,23:20:01,17.30, nan,38,41.20, nan,1014.97,970,128178
2025-02-15,23:30:07,17.30, nan,76,41.10, nan,1014.99,918,128759
2025-02-15,23:40:07,17.20, nan,102,41.10, nan,1014.89,901,129340
2025-02-15,23:50:07,17.30, nan,22,41.30, nan,1015.02,931,129921
2025-02-16,00:00:06,17.00, nan,80,41.20, nan,1015.20,964,130502
2025-02-16,00:10:05,17.00, nan,116,40.90, nan,1015.21,979,131083
2025-02-16,00:20:05,17.20, nan,80,39.70, nan,1015.04,998,131664
2025-02-16,00:30:05,17.10, nan,54,38.90, nan,1014.90,986,132245
2025-02-16,00:40:04,17.50, nan,104,37.70, nan,1014.82,919,132826
2025-02-16,00:50:04,17.70, nan,62,37.10, nan,1014.77,916,133408
2025-02-16,01:00:03,17.40, nan,90,36.70, nan,1014.50,986,133989
2025-02-16,01:10:03,17.10, nan,92,36.10, nan,1014.55,963,134570
2025-02-16,01:20:02,16.30, nan,76,36.40, nan,1014.57,954,135151
2025-02-16,01:30:02,15.70, nan,100,36.60, nan,1014.55,975,135732
2025-02-16,01:40:01,15.90, nan,98,36.50, nan,1014.45,917,136313
2025-02-16,01:50:01,15.80, nan,84,36.40, nan,1014.41,1014,136894
2025-02-16,02:00:08,15.70, nan,88,36.80, nan,1014.58,908,137475
2025-02-16,02:10:08,15.70, nan,82,36.40, nan,1014.64,965,138057
2025-02-16,02:20:07,15.70, nan,52,36.40, nan,1014.60,986,138638
2025-02-16,02:30:06,16.00, nan,60,35.70, nan,1014.55,984,139219
2025-02-16,02:40:06,16.00, nan,88,35.30, nan,1014.40,989,139800
2025-02-16,02:50:06,16.00, nan,76,35.40, nan,1014.26,914,140381
2025-02-16,03:00:04,16.30, nan,86,35.20, nan,1014.31,927,140962
2025-02-16,03:10:05,16.70, nan,70,34.80, nan,1014.22,986,141543
2025-02-16,03:20:04,16.60, nan,90,34.40, nan,1014.34,977,142124
2025-02-16,03:30:04,16.70, nan,88,34.50, nan,1014.35,988,142706
2025-02-16,03:40:03,16.40, nan,46,34.60, nan,1014.40,975,143287
2025-02-16,03:50:03,16.00, nan,50,34.50, nan,1014.50,979,143868
2025-02-16,04:00:01,16.00, nan,66,34.50, nan,1014.44,973,144449
2025-02-16,04:10:01,16.00, nan,26,34.70, nan,1014.47,922,145030
2025-02-16,04:20:01,15.80, nan,56,34.60, nan,1014.63,927,145611
2025-02-16,04:30:00,15.70, nan,66,35.10, nan,1014.72,968,146192
2025-02-16,04:40:07,15.50, nan,30,34.60, nan,1014.79,992,146773
2025-02-16,04:50:08,15.40, nan,60,34.60, nan,1014.84,982,147355
2025-02-16,05:00:07,15.30, nan,98,34.80, nan,1014.69,991,147935
2025-02-16,05:10:06,15.20, nan,70,35.20, nan,1014.78,986,148517
2025-02-16,05:20:06,15.80, nan,76,35.10, nan,1014.79,924,149098
2025-02-16,05:30:06,15.80, nan,106,36.10, nan,1014.86,923,149679
2025-02-16,05:40:04,16.20, nan,86,35.90, nan,1014.84,935,150260
2025-02-16,05:50:04,16.80, nan,36,36.10, nan,1014.74,924,150841
2025-02-16,06:00:04,17.00, nan,80,35.70, nan,1014.59,937,151422
2025-02-16,06:10:03,17.20, nan,68,35.70, nan,1014.44,927,152004
2025-02-16,06:20:03,17.40, nan,20,35.50, nan,1014.78,987,152585
2025-02-16,06:30:03,17.50, nan,62,35.90, nan,1014.88,967,153166
2025-02-16,06:40:02,17.80, nan,108,36.10, nan,1014.84,988,153747
2025-02-16,06:50:02,18.00, nan,56,36.30, nan,1014.93,1003,154328
2025-02-16,07:00:01,18.00, nan,76,36.70, nan,1014.88,1002,154909
2025-02-16,07:09:59,18.10, nan,92,36.60, nan,1014.99,995,155490
2025-02-16,07:20:07,18.20, nan,56,36.20, nan,1015.16,985,156071
2025-02-16,07:30:07,18.30, nan,80,36.20, nan,1015.23,988,156652
2025-02-16,07:40:07,18.20, nan,110,36.40, nan,1015.21,934,157233
2025-02-16,07:50:06,18.00, nan,100,36.30, nan,1015.32,924,157815
2025-02-16,08:00:05,17.70, nan,116,37.10, nan,1015.47,972,158395
2025-02-16,08:10:05,17.60, nan,100,38.10, nan,1015.52,1000,158977
2025-02-16,08:20:05,17.70, nan,128,39.70, nan,1015.74,1006,159558
2025-02-16,08:30:04,17.70, nan,100,38.80, nan,1015.64,998,160139
2025-02-16,08:40:03,17.50, nan,84,38.20, nan,1015.57,1005,160720
2025-02-16,08:50:03,17.50, nan,186,38.90, nan,1015.69,923,161301
2025-02-16,09:00:03,16.60, nan,138,38.70, nan,1015.86,990,150
2025-02-16,09:10:04,13.30, nan,112,37.60, nan,1016.19,982,731
2025-02-16,09:20:02,13.40, nan,116,39.20, nan,1016.22,976,1312
2025-02-16,09:30:03,12.80, nan,114,38.70, nan,1016.43,1001,1893
2025-02-16,09:40:03,12.20, nan,98,38.90, nan,1016.57,931,2474
2025-02-16,09:50:02,12.50, nan,144,38.50, nan,1016.51,1004,3055
2025-02-16,10:00:01,12.20, nan,84,39.10, nan,1016.72,978,3636
2025-02-16,10:10:01,14.40, nan,116,39.70, nan,1016.63,927,4217
2025-02-16,10:20:08,15.30, nan,124,38.20, nan,1016.75,1006,4798
2025-02-16,10:30:08,15.50, nan,106,38.30, nan,1016.84,1005,5379
2025-02-16,10:40:06,15.50, nan,128,37.90, nan,1016.87,999,5960
2025-02-16,10:50:06,15.70, nan,94,37.90, nan,1016.77,1005,6541
2025-02-16,11:00:05,15.60, nan,156,38.10, nan,1016.87,1023,7122
2025-02-16,11:10:05,15.70, nan,116,37.70, nan,1016.78,933,7703
2025-02-16,11:20:05,15.60, nan,148,37.70, nan,1016.65,936,8284
2025-02-16,11:30:04,15.50, nan,130,37.40, nan,1016.45,936,8865
2025-02-16,11:40:04,15.50, nan,158,38.00, nan,1016.55,1005,9446
2025-02-16,11:50:03,15.60, nan,188,37.40, nan,1016.39,1007,10027
2025-02-16,12:00:03,15.80, nan,192,38.30, nan,1016.39,1001,10608
2025-02-16,12:10:03,15.30, nan,158,37.10, nan,1016.38,1005,11189
2025-02-16,12:20:02,15.70, nan,242,37.60, nan,1016.42,1005,11770
2025-02-16,12:30:01,15.50, nan,218,37.00, nan,1016.28,1005,12351
2025-02-16,12:40:01,15.40, nan,192,36.30, nan,1016.44,1006,12932
2025-02-16,12:50:00,15.30, nan,132,36.50, nan,1016.27,1007,13513
2025-02-16,13:00:08,15.50, nan,250,36.60, nan,1016.33,1007,14094
2025-02-16,13:10:07,15.60, nan,158,36.40, nan,1016.24,1007,14675
2025-02-16,13:20:07,15.70, nan,126,36.60, nan,1016.49,1004,15256
2025-02-16,13:30:07,15.60, nan,162,36.30, nan,1016.39,1005,15837
2025-02-16,13:40:06,15.60, nan,216,36.20, nan,1016.37,1007,16418
2025-02-16,13:50:06,16.00, nan,292,37.60, nan,1016.30,1007,16999
2025-02-16,14:00:04,15.90, nan,228,36.80, nan,1016.12,1006,17581
2025-02-16,14:10:04,17.00, nan,216,37.80, nan,1016.05,1008,18162
2025-02-16,14:20:03,17.40, nan,208,38.30, nan,1016.06,1004,18743
2025-02-16,14:30:03,17.50, nan,180,38.00, nan,1015.92,951,19324
2025-02-16,14:40:02,18.00, nan,176,37.50, nan,1015.99,1007,19905
2025-02-16,14:50:02,18.00, nan,200,37.10, nan,1015.93,1007,20486
2025-02-16,15:00:01,18.00, nan,172,36.50, nan,1016.04,1005,21067
2025-02-16,15:10:01,18.20, nan,206,36.70, nan,1016.05,1006,21648
2025-02-16,15:20:00,18.50, nan,170,40.10, nan,1016.12,1005,22229
2025-02-16,15:30:08,18.40, nan,180,39.10, nan,1016.03,1023,22810
2025-02-16,15:40:08,18.60, nan,148,38.60, nan,1015.93,954,23391
2025-02-16,15:50:07,18.70, nan,136,38.80, nan,1016.03,952,23972
2025-02-16,16:00:07,18.90, nan,136,38.10, nan,1015.78,1006,24553
2025-02-16,16:10:07,18.90, nan,158,37.70, nan,1015.90,1007,25134
2025-02-16,16:20:06,18.90, nan,124,37.80, nan,1016.00,1006,25715
2025-02-16,16:30:05,19.00, nan,94,37.80, nan,1016.06,1007,26296
2025-02-16,16:40:04,18.70, nan,100,36.70, nan,1016.19,1006,26877
2025-02-16,16:50:04,18.60, nan,94,36.50, nan,1016.12,1007,27458
2025-02-16,17:00:04,18.80, nan,72,36.50, nan,1016.25,959,28039
2025-02-16,17:10:03,18.70, nan,106,36.30, nan,1016.33,955,28620
2025-02-16,17:20:02,18.60, nan,72,36.30, nan,1016.52,961,29201
2025-02-16,17:30:02,18.70, nan,80,36.10, nan,1016.62,1005,29782
2025-02-16,17:40:01,18.60, nan,84,35.70, nan,1016.74,1006,30363
2025-02-16,17:50:00,18.90, nan,70,36.50, nan,1016.87,1008,30944
2025-02-16,18:00:00,18.80, nan,100,35.90, nan,1016.86,1006,31525
2025-02-16,18:10:08,18.80, nan,74,36.10, nan,1016.96,1007,32106
2025-02-16,18:20:07,19.10, nan,80,35.60, nan,1017.02,1005,32687
2025-02-16,18:30:07,19.00, nan,56,35.50, nan,1017.08,964,33269
2025-02-16,18:40:06,19.00, nan,78,35.60, nan,1016.99,966,33849
2025-02-16,18:50:06,19.00, nan,106,35.30, nan,1017.01,963,34431
2025-02-16,19:00:05,19.00, nan,58,36.60, nan,1017.14,1007,35011
2025-02-16,19:10:05,19.00, nan,10,36.80, nan,1017.11,1005,35593
2025-02-16,19:20:05,19.20, nan,84,37.50, nan,1017.19,1006,36174
2025-02-16,19:30:04,19.20, nan,92,37.00, nan,1017.07,1006,36755
2025-02-16,19:40:04,19.30, nan,54,37.00, nan,1017.02,1006,37336
2025-02-16,19:50:03,19.30, nan,80,38.10, nan,1017.12,1004,37917
2025-02-16,20:10:03,19.50, nan,36,37.50, nan,1017.29,1005,39079
2025-02-16,20:20:02,19.60, nan,52,37.20, nan,1017.30,967,39661
2025-02-16,20:30:02,19.60, nan,28,36.70, nan,1017.38,969,40242
2025-02-16,20:40:01,19.50, nan,118,36.50, nan,1017.34,961,40823
2025-02-16,20:50:08,19.50, nan,74,36.50, nan,1017.35,1006,41404
2025-02-16,21:00:08,19.50, nan,70,36.20, nan,1017.31,1006,41985
2025-02-16,21:10:07,19.40, nan,102,36.30, nan,1017.33,1007,42565
2025-02-16,21:20:07,19.10, nan,72,36.10, nan,1017.35,1009,43147
2025-02-16,21:30:06,18.90, nan,86,35.90, nan,1017.26,1007,43728
2025-02-16,21:40:05,18.70, nan,74,35.80, nan,1017.38,1006,44309
2025-02-16,21:50:05,18.50, nan,76,35.60, nan,1017.46,1006,44890
2025-02-16,22:00:05,18.40, nan,42,35.70, nan,1017.44,979,45471
2025-02-16,22:10:04,18.20, nan,86,35.60, nan,1017.35,966,46052
2025-02-16,22:20:04,18.10, nan,60,35.50, nan,1017.26,956,46633
2025-02-16,22:30:04,18.10, nan,64,35.60, nan,1017.38,1007,47214
2025-02-16,22:40:04,18.00, nan,72,35.50, nan,1017.32,1007,47795
2025-02-16,22:50:02,18.00, nan,78,36.00, nan,1017.22,1007,48377
2025-02-16,23:00:02,18.00, nan,26,35.90, nan,1017.36,1006,48958
2025-02-16,23:10:02,18.00, nan,54,36.00, nan,1017.23,1005,49539
2025-02-16,23:20:09,18.00, nan,64,35.90, nan,1017.37,1008,50120
2025-02-16,23:30:08,17.80, nan,90,35.80, nan,1017.44,1005,50701
2025-02-16,23:40:08,17.70, nan,10,35.80, nan,1017.59,969,51282
2025-02-16,23:50:07,17.60, nan,16,35.60, nan,1017.51,983,51863
2025-02-17,00:00:08,17.50, nan,76,35.60, nan,1017.58,1006,52444
2025-02-17,00:10:06,17.30, nan,64,35.50, nan,1017.58,1006,53025
2025-02-17,00:20:06,17.20, nan,12,35.50, nan,1017.58,1006,53606
2025-02-17,00:30:05,17.00, nan,82,35.20, nan,1017.52,1007,54187
2025-02-17,00:40:05,16.90, nan,100,35.60, nan,1017.59,1006,54768
2025-02-17,00:50:04,16.80, nan,44,35.90, nan,1017.57,970,55349
2025-02-17,01:00:05,16.70, nan,62,35.80, nan,1017.55,958,55931
2025-02-17,01:10:03,16.60, nan,114,36.10, nan,1017.56,960,56512
2025-02-17,01:20:02,16.50, nan,78,36.00, nan,1017.52,1004,57093
2025-02-17,01:30:02,16.40, nan,84,36.00, nan,1017.55,1006,57674
2025-02-17,01:40:02,16.30, nan,106,36.10, nan,1017.61,1006,58255
2025-02-17,01:50:01,16.20, nan,98,36.10, nan,1017.57,1008,58836
2025-02-17,02:00:08,16.10, nan,92,36.30, nan,1017.60,1007,59417
2025-02-17,02:10:09,16.00, nan,12,36.20, nan,1017.47,964,59998
2025-02-17,02:20:07,16.00, nan,90,36.20, nan,1017.56,961,60579
2025-02-17,02:30:07,15.90, nan,62,35.90, nan,1017.33,1007,61160
2025-02-17,02:40:06,15.80, nan,64,36.20, nan,1017.40,1006,61741
2025-02-17,02:50:06,15.80, nan,68,36.00, nan,1017.34,1007,62322
2025-02-17,03:00:05,15.70, nan,88,35.90, nan,1017.41,1006,62904
2025-02-17,03:10:05,15.60, nan,90,35.80, nan,1017.34,1006,63485
